step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.16064762807466,0,0,81.00209778653286,627.5130244340454,0
1,1.0,0,Healthy,0,keep_running,1,Degraded,1.2,56.684032277795644,0,0,79.24306695128332,544.2458575735888,0
2,2.0,1,Degraded,1,power_cap,0,Healthy,0.8044866975849074,78.95513302415092,1,0,83.5887418502587,614.0973963788332,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.45799478386107,0,0,88.31722931567212,606.6439654253452,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.27912692416362,0,0,87.59290215520475,608.4813256592208,0
5,5.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.86800938175836,0,0,90.40989353505176,582.9553319917477,1
6,6.0,0,Healthy,0,keep_running,0,Healthy,1.2,57.48622015690848,0,0,90.59197284199507,650.2743640389093,0
7,7.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.9630303156429,1,0,79.78423030737919,600.1422111856782,1
8,8.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.91820365007737,0,0,83.57372818768535,576.3926376317784,0
9,9.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.88714741105483,0,0,79.12757717780052,578.8583530840808,0
10,10.0,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,63.31327773147196,0,0,85.87705814903147,574.6732032032113,0
11,11.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.340255653301156,15,31,4.425571326938678,17.53338907996408,3
12,12.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,56.889779711457976,11,79,1.6577659708462624,23.78771316804042,2
13,13.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,45.964144873585305,9,79,7.575030941456109,51.56624260442895,2
14,14.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.069637944232525,12,79,0.0,64.38680429300338,2
15,15.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,52.739641468941116,15,79,0.0,48.663937532711735,1
16,16.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,27.677137370569465,6,31,2.927339861317055,71.38033005011445,1
17,17.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,51.36391177162624,12,79,4.174585448055111,13.90838229491747,3
18,18.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.12312825489311,15,48,8.048858407361902,50.221934961672815,2
19,19.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,38.22793029086489,7,48,0.0,25.21726161646432,4
20,20.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,29.994082503653093,13,31,0.3540463472485865,32.13138175394615,1
21,21.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,35.496561944151594,13,79,3.3807931024771674,83.46561029209116,3
22,22.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,55.34801646000672,11,48,0.0,19.06859162102501,2
23,23.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,24.876024843260026,8,48,0.8105168477841976,107.5758878325164,2
24,24.0,4,FailedPermanent,0,keep_running,4,FailedPermanent,-14.64,33.02840128564589,3,79,9.070210138928463,94.4877624445349,1
25,25.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,30.803531350515343,10,48,0.9945995002139965,9.721849526713484,3
26,26.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,62.736110959377356,16,79,6.694304633258193,74.08844112537284,2
27,27.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.519114112841066,9,79,3.4310397600827467,64.59628170636377,0
28,28.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,56.49046357367871,8,48,4.0564492448671725,72.38893793462682,2
29,29.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,42.834328125526135,12,48,7.6348469898309785,122.00013256730871,1
30,30.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,61.75387754655635,11,48,0.0,128.29105023975762,1
31,31.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,30.644166643792566,11,79,2.4053513010338086,82.8519893742297,4
32,32.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,47.133728713420325,7,0,4.984813080578897,91.25573985321506,2
33,33.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.351978369079795,11,79,0.5316134372604204,54.580006496654434,0
34,34.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,45.05099116577586,10,79,0.0,119.73138836448439,2
35,35.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,50.862173567341415,12,31,7.18053283804078,126.85498037526241,0
36,36.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.74763727461764,5,31,0.0,56.40308750485043,2
37,37.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.27136871022337,10,79,6.6518375992424525,89.90958424029158,4
38,38.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,15.502149195924124,10,48,4.0666039670786045,0.0,0
