event_idx,time_hours,holding_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,10.450357820480477,0,Healthy,0,keep_running,1,Degraded,1.2,57.11039404754278,0,0,91.6234898142099,590.422207686969,0
1,10.450357820480477,2.0031935836315973,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,67.40669790991505,0,0,76.28527327016081,502.90125086124436,0
2,12.453551404112075,1.4632271680670534,2,MaintenanceRequired,1,power_cap,0,Healthy,0.8999999999999999,73.14040184807739,5,31,72.35562493832445,643.6691058272465,0
3,13.916778572179128,1.3470270807676106,0,Healthy,0,keep_running,1,Degraded,1.2,62.999277077950396,0,0,88.80299930340698,642.2636004993764,0
4,15.263805652946738,7.897616576666138,1,Degraded,0,keep_running,0,Healthy,1.2,72.50450332508572,1,0,75.05369595562354,620.858091550922,0
5,23.161422229612874,6.477677036114945,0,Healthy,0,keep_running,1,Degraded,1.2,62.39728203143775,1,0,85.50342459536233,523.7461039956294,0
6,29.63909926572782,5.20218777500437,1,Degraded,1,power_cap,0,Healthy,0.8999999999999999,72.37650487845315,5,0,83.67483986952227,700.706373948265,0
7,34.84128704073219,2.6794651916725485,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,65.2555971493524,1,0,80.46949078966988,565.8096282242286,0
8,37.52075223240474,1.841228819893956,2,MaintenanceRequired,1,power_cap,0,Healthy,0.7046704219425833,79.95329578057417,3,79,67.75990029240917,575.0138621295735,0
9,39.361981052298695,4.418731464397434,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,69.52665490989246,0,0,91.308715081678,544.62753888521,0
10,43.78071251669613,0.04713869209368185,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,72.59289555355441,3,79,72.20488477967753,709.9289660109565,1
11,43.82785120878981,1.1605501012920785,0,Healthy,0,keep_running,1,Degraded,1.2,58.67456061618855,1,0,87.79666764442744,582.5481686881275,0
12,44.98840131008189,1.0006282226702885,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,64.8299033657767,0,31,63.47377473665657,606.8474953835836,2
13,45.98902953275218,1.0711528840661089,2,MaintenanceRequired,1,power_cap,3,FailedRecoverable,-3.3010469371180657,81.61046937118066,3,31,69.766319945131,709.0735119431965,1
14,47.060182416818286,0.9700741667708116,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,70.9565418868769,4,0,0.0,211.09096447831726,0
15,48.0302565835891,11.498198047971242,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,66.45971594458612,2,0,95.47994044064959,603.2812419534756,0
16,59.528454631560344,0.09279433350293967,2,MaintenanceRequired,1,power_cap,0,Healthy,0.6913003019002175,80.08699698099782,6,48,78.54166062812182,692.8346294698134,1
17,59.62124896506328,17.609454613558018,0,Healthy,0,keep_running,1,Degraded,1.2,61.39754789454163,0,0,81.21482918155334,611.0812964864191,0
18,77.2307035786213,1.0212694178633985,1,Degraded,0,keep_running,0,Healthy,1.2,70.80706842971078,2,0,90.20066422723411,672.8521265965708,0
19,78.2519729964847,24.81553177479816,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,62.764240723237066,0,0,83.89531908166757,604.9496167208026,0
20,103.06750477128286,2.401723248992666,3,FailedRecoverable,3,reboot,2,MaintenanceRequired,0.06,70.19727779262789,8,0,15.374063742850119,197.97383315332738,2
21,105.46922802027552,1.8289061500981003,2,MaintenanceRequired,1,power_cap,0,Healthy,0.5257523322694339,81.74247667730566,4,0,68.63936544998143,544.8795710129018,0
22,107.29813417037363,3.0093894278406235,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,64.37715917819736,0,0,83.74305614233333,609.781640210338,0
23,110.30752359821425,0.03949103962706048,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,71.31968362278458,3,0,52.810811204061906,555.2752071913269,0
24,110.34701463784131,4.215363797236985,0,Healthy,0,keep_running,1,Degraded,1.2,63.381957450929335,0,0,89.35797764276795,586.9426331853894,0
25,114.5623784350783,9.286725499401534,1,Degraded,0,keep_running,0,Healthy,1.2,71.33739026910438,1,0,82.91008920664547,605.13828249271,1
26,123.84910393447984,6.011012831208138,0,Healthy,0,keep_running,1,Degraded,1.2,62.83015923611244,0,0,90.50305750277602,630.3623740234784,0
27,129.860116765688,0.29382105153124827,1,Degraded,0,keep_running,0,Healthy,1.2,70.1369642006359,2,0,84.57997597156816,553.4515099025358,0
28,130.15393781721923,8.150366352930838,0,Healthy,0,keep_running,1,Degraded,1.2,62.9394582207161,0,0,81.0414134491089,638.0303274789242,0
29,138.30430417015006,0.4683062228619729,1,Degraded,1,power_cap,2,MaintenanceRequired,0.06,75.60907427279362,4,0,88.10582599331191,673.3047905253865,0
30,138.77261039301203,7.011869423281848,2,MaintenanceRequired,1,power_cap,3,FailedRecoverable,-2.94,74.22860985436986,7,0,74.99064262870127,591.4850415970488,2
31,145.78447981629387,4.778614459398563,3,FailedRecoverable,3,reboot,2,MaintenanceRequired,0.06,76.35681782864056,5,48,28.21078103251171,235.4612570654601,2
32,150.56309427569244,1.4216873215865773,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,71.70268475612043,2,0,65.38088870106948,649.0478986363023,0
33,151.984781597279,17.50184338020382,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,63.967515815456295,0,0,80.805389116932,602.6005621417951,1
