event_idx,time_hours,holding_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,19.87017442610118,0,Healthy,0,keep_running,1,Degraded,1.2,65.72197609040505,0,0,94.71738702611218,581.8576059015718,0
1,19.87017442610118,0.9537642065295974,1,Degraded,0,keep_running,0,Healthy,1.2,72.97797037982072,2,0,80.59414337008238,598.9523347822026,1
2,20.823938632630778,10.395210013908805,0,Healthy,0,keep_running,1,Degraded,1.2,61.74232965861915,0,0,85.06394354571587,590.2010543826736,0
3,31.219148646539583,2.1252785294962946,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,75.53004500613613,2,0,90.669955880722,640.1353842007155,0
4,33.34442717603588,0.6348024774731968,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,73.27093375863282,3,79,65.93546371312637,673.1218098807718,1
5,33.97922965350907,20.96631109919912,0,Healthy,0,keep_running,1,Degraded,1.2,67.47134279611049,0,0,92.34194624460213,608.0181088056552,0
6,54.9455407527082,1.1292483518540501,1,Degraded,0,keep_running,0,Healthy,1.2,68.84482029414757,2,0,76.07773441805318,644.0144928424639,0
7,56.07478910456225,7.680208919979366,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,62.73701535670181,1,0,92.53799212039527,617.9002662161663,0
8,63.754998024541614,0.6609331297265002,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,66.08865310483043,12,31,52.86850041787693,159.49888632288096,1
9,64.41593115426811,8.337986407220182,0,Healthy,0,keep_running,1,Degraded,1.2,62.22287322702327,1,0,85.59706342124635,609.411943839332,0
10,72.7539175614883,7.286683424043805,1,Degraded,0,keep_running,0,Healthy,1.2,74.9387121720837,0,0,87.9643629436516,646.8207185626319,0
11,80.0406009855321,26.01862097470285,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,60.771157802723145,0,0,78.78838963024855,595.9078917721631,0
12,106.05922196023494,5.948401368456086,3,FailedRecoverable,3,reboot,2,MaintenanceRequired,0.06,67.03273839591154,3,79,2.151733663452413,209.62366374128368,2
13,112.00762332869103,4.781869474622391,2,MaintenanceRequired,1,power_cap,0,Healthy,0.4278206899145956,82.72179310085404,5,0,79.80387694879738,608.208545854591,0
14,116.78949280331342,2.5622296221958054,0,Healthy,0,keep_running,1,Degraded,1.2,65.32360401046597,0,0,91.37191294184383,588.9426593353332,0
15,119.35172242550922,8.39844843605443,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,75.58867252105068,3,0,87.96852534543156,576.4492461114835,0
16,127.75017086156365,0.5008123188947078,2,MaintenanceRequired,1,power_cap,3,FailedRecoverable,-3.044016876729524,79.04016876729524,5,31,81.73161859882076,676.5073745844561,0
17,128.25098318045835,1.3249854833744192,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,65.91788111960544,6,79,2.6664827128804047,186.01929697286323,0
18,129.57596866383275,5.793388526388574,0,Healthy,0,keep_running,1,Degraded,1.2,63.35993692617609,0,0,98.7480680243832,645.4107927599975,0
19,135.36935719022134,1.6606865504911723,1,Degraded,0,keep_running,0,Healthy,1.2,72.46102036120185,1,31,68.94040573953063,658.9395828985027,0
20,137.0300437407125,0.6227228794934437,0,Healthy,0,keep_running,1,Degraded,1.2,67.33594973883314,0,0,85.36990922070734,574.0375679880516,1
21,137.65276662020594,1.0978554286013706,1,Degraded,0,keep_running,0,Healthy,1.2,70.74821598801766,1,0,78.79758854044428,596.9967352148445,0
22,138.75062204880732,2.5764092037722293,0,Healthy,0,keep_running,1,Degraded,1.2,65.48549400311978,0,0,84.70361276304614,607.96767734513,0
23,141.32703125257956,10.661991716612976,1,Degraded,0,keep_running,0,Healthy,1.2,68.5241376818369,0,0,68.91933573707493,623.6112434350791,0
24,151.98902296919255,3.0110446610851938,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,66.37552514588424,0,0,90.7788824183933,551.347768060913,0
25,155.00006763027773,3.820510038918021,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,60.330152375990515,14,0,35.74002837121651,277.13560614022236,1
26,158.82057766919576,1.7800610712849843,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,65.2683626349775,0,0,91.53891478834201,637.65024150298,0
27,160.60063874048075,0.5859388332261647,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,70.87049722766078,6,79,31.754766099980937,192.775345963577,0
28,161.1865775737069,6.585226124694447,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,63.09658318113187,0,0,78.98724892698434,626.8359821280974,1
