step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.097034838487325,2,0,93.58394166958584,607.4011748238148,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.19368296865139,0,0,91.92982546989784,554.8430544790182,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.54548760774932,0,0,86.87994884213772,582.2465242073933,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.38724478443053,0,0,82.16309206233457,526.1504873906201,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.46197358800278,0,48,87.62139989647454,601.3156310576218,0
5,5.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.08301030101278,0,0,89.18897489894043,586.4376019160582,0
6,6.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.49569073740058,0,0,87.0790112280837,661.7525306887455,0
7,7.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.710110951562505,0,0,82.60210674909024,517.896879337975,0
8,8.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.54095853859606,0,0,89.3597015866249,585.3191332276464,0
9,9.0,0,Healthy,0,keep_running,0,Healthy,1.2,54.997556048390614,1,0,83.96312920994407,575.2199039058415,1
10,10.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.96587102625185,1,0,78.59551554168274,551.7841268430711,0
11,11.0,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,63.96336799606148,0,0,80.79922345370815,577.9153035997849,0
12,12.0,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,70.36829527535141,1,0,85.12649413711186,570.6531095065799,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.19038122699745,0,0,89.74511314866893,601.6040510717518,0
14,14.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.08061733674169,0,0,79.10165675370705,606.4626846371976,0
15,15.0,0,Healthy,0,keep_running,0,Healthy,1.2,57.348995217465394,0,0,89.84496873889974,550.0079713777769,0
16,16.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.1816997566498,0,0,85.75110210324874,634.9100026650916,0
17,17.0,0,Healthy,0,keep_running,1,Degraded,1.2,60.72936231261815,0,0,87.76979936954119,578.0241065535243,0
18,18.0,1,Degraded,1,power_cap,2,MaintenanceRequired,0.06,67.27262343018839,4,0,74.17067278180201,587.0193272045996,0
19,19.0,2,MaintenanceRequired,1,power_cap,0,Healthy,0.877957019614567,78.22042980385433,5,0,77.92597264930646,536.1127536060004,1
20,20.0,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,60.609111219525694,0,0,83.77041246882762,586.1452093220447,0
21,21.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,44.826961426237304,13,31,0.0,104.06574652567487,0
22,22.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,47.683846872026685,7,48,0.0,110.94665461145607,5
23,23.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,47.17627509992535,12,79,2.064613511786258,0.0,2
24,24.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.2169820556019,11,31,0.0,12.953124819616981,3
25,25.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.15189829754357,8,0,0.9262035770837734,47.21309672361238,2
26,26.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,38.220742471227325,13,79,6.006249194909059,98.68526590957796,1
27,27.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.17051629378855,13,79,5.235895570154454,38.39021914717614,1
28,28.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,47.08989041301273,5,0,3.4082428150021595,90.64367633950194,1
29,29.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.07649389272648,13,31,2.2807704089162124,115.72632667911398,2
30,30.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,55.701402384598886,11,79,9.370168544748156,2.9363439362125288,1
31,31.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,53.701643012946754,6,31,7.602911945788893,67.1756751415868,1
32,32.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,51.31005168759249,12,79,0.25702224696973214,0.0,0
