step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.74763933055185,0,0,86.73312509439532,581.6294863595351,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.80423682530548,0,0,92.44147220382446,508.4340402808137,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.564561224853655,0,0,81.14786386227128,518.6212690865201,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.42826848024046,0,0,80.56383343522059,605.8989317231053,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.65635518286347,0,0,92.18598918198467,606.0229975472092,0
5,5.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.42116116484144,0,0,78.30081065088173,593.7953179738348,0
6,6.0,0,Healthy,0,keep_running,0,Healthy,1.2,57.98108137431918,1,0,87.46481223063998,582.6679888557552,0
7,7.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.03994992894019,0,0,85.93009539686336,672.6748256665728,0
8,8.0,0,Healthy,0,keep_running,1,Degraded,1.2,61.498775915494114,0,0,86.12539804377876,549.2194641679238,0
9,9.0,1,Degraded,0,keep_running,1,Degraded,1.2,75.15552127502677,0,0,79.48543119075508,629.0681987405023,1
10,10.0,1,Degraded,0,keep_running,1,Degraded,1.2,74.6446122501276,2,0,89.89669962176136,627.785363293903,0
11,11.0,1,Degraded,0,keep_running,0,Healthy,1.2,67.67775622977877,2,0,91.80793926544541,699.0846049012451,0
12,12.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.28002776522882,0,0,75.63281456833666,551.0173752729411,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.56448840899908,0,0,98.65707088253232,639.6683804726256,0
14,14.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.4473311271119,2,0,87.18391774313999,575.0529361122248,0
15,15.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.133130846611785,0,0,84.02687431556755,595.6442769255316,0
16,16.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.1906122179165,0,0,88.6593062730253,665.4648375925668,0
17,17.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.99417601704844,0,0,77.88612517918311,627.6594357107246,0
18,18.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.90084519167628,1,48,85.32631175901726,620.2565716389153,0
19,19.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.28615739763134,0,0,89.67320139814673,553.7485660689487,0
20,20.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.53028260808036,0,31,83.59210595676875,575.8432170306872,0
21,21.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.70653570789719,0,0,86.39411331607704,567.2346372279865,0
22,22.0,0,Healthy,0,keep_running,0,Healthy,1.2,57.13939630020825,0,0,78.62807439328213,617.6612530264279,0
23,23.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.08553025149965,0,0,89.03408264128527,627.8110651863348,0
24,24.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.48441058094436,0,0,87.07647080678541,583.4235006882492,1
25,25.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.159249773281346,0,0,83.29557040788602,588.2041390997867,0
26,26.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.35373677227618,1,0,97.22349362738875,648.5413933952767,0
27,27.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.97813518073016,1,0,87.29346653154649,485.6146040140613,0
28,28.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.7896810929548,0,0,85.00295695566987,548.9083108711075,0
29,29.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.07319416148039,1,0,92.90921968047763,565.8737602058599,0
