step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.38143657233134,1,0,87.73297354651967,598.4200396185802,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,58.80177482816994,0,0,86.60361018588178,561.0454117613757,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.115890142277024,0,0,81.83274120327285,539.4112122368833,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.57033213321406,1,0,92.34463087049868,609.2642683842627,0
4,4.0,0,Healthy,0,keep_running,1,Degraded,1.2,58.80048411927199,0,0,81.61455854549025,597.3820457278321,0
5,5.0,1,Degraded,0,keep_running,1,Degraded,1.2,73.11806145665423,1,0,87.11740344097859,604.9634604905208,0
6,6.0,1,Degraded,0,keep_running,1,Degraded,1.2,70.40047255119879,0,0,76.61405030482925,678.3737823257992,0
7,7.0,1,Degraded,0,keep_running,1,Degraded,1.2,67.34850957581232,0,31,79.43542099872488,678.5916317420548,0
8,8.0,1,Degraded,0,keep_running,3,FailedRecoverable,-2.64,72.78692743556424,1,48,83.94732717892434,638.2056560744273,0
9,9.0,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,70.5075000558248,5,48,31.514752711888736,70.94315013031733,0
10,10.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.45139608823793,0,0,90.17594632628385,596.1455965967956,0
11,11.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.783627692603694,0,0,92.29982337419058,572.2347448159436,0
12,12.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.55050489159973,2,0,89.82964113605524,581.9764127548704,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.67162715482942,0,0,88.24703125984749,615.7043989321512,0
14,14.0,0,Healthy,0,keep_running,0,Healthy,1.2,58.473525310549725,0,0,92.98722098287575,615.4445372488677,0
15,15.0,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,63.1273315586263,0,0,81.37335787199211,627.4745728277043,0
16,16.0,2,MaintenanceRequired,1,power_cap,4,FailedPermanent,-14.940000000000001,77.52094558564441,8,0,85.75780297801667,663.5597058976665,2
17,17.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.67821048965677,5,79,7.661651403880693,119.32620828412101,0
18,18.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,27.354401186884115,18,79,0.45978079465232624,66.90768565296042,4
19,19.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,32.27596826092244,9,79,0.0,62.63738132020359,4
20,20.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.58531334318642,7,48,7.800535014803593,0.0,2
21,21.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,47.915846265263255,11,48,0.0,119.61535282488666,3
22,22.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,44.66642324701878,8,31,0.0,75.0606563414846,2
