step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.44452584527461,0,0,77.00844336597683,602.7746664266164,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.4562202608481,1,0,84.26396456152976,604.4693316215105,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.849095304874204,0,0,95.04588929728106,605.3442817850158,1
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.02432281598134,0,0,92.69558080414265,620.6386907866602,0
4,4.0,0,Healthy,0,keep_running,1,Degraded,1.2,59.95825660605791,0,0,96.49904958989583,620.7212850167319,0
5,5.0,1,Degraded,0,keep_running,0,Healthy,1.2,72.21620474028127,2,0,78.50639480202487,674.7213902671972,0
6,6.0,0,Healthy,0,keep_running,1,Degraded,1.2,52.81400475553848,1,0,87.79664246528652,546.9232012553114,1
7,7.0,1,Degraded,0,keep_running,1,Degraded,1.2,71.57168509124962,0,0,83.53140604448639,523.9224982179555,0
8,8.0,1,Degraded,0,keep_running,1,Degraded,1.2,65.75045785538808,2,31,80.95298194888503,690.0941264773505,0
9,9.0,1,Degraded,0,keep_running,1,Degraded,1.2,71.78093298168466,2,0,84.45296790524155,551.1708030305455,0
10,10.0,1,Degraded,0,keep_running,1,Degraded,1.2,63.9302345525389,2,0,77.2881870836529,624.852536204989,0
11,11.0,1,Degraded,0,keep_running,0,Healthy,1.2,65.17364181780201,0,0,70.61402408236033,511.2677850939804,0
12,12.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.27434431213806,0,0,85.31428004785845,655.9712278351697,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.5135584258679,0,0,86.75698486267994,579.9353998301319,0
14,14.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.68333842045936,0,0,95.14914756033103,621.7193449094871,0
15,15.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.7925784424214,0,31,79.51044466365762,583.2472537921184,0
16,16.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.83720658030757,1,0,78.01483206933129,597.637971827899,0
17,17.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.94351863874124,0,0,83.02959990458834,637.108137612688,0
18,18.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.49000277919426,0,0,98.95461919586461,597.2091917599614,0
19,19.0,0,Healthy,0,keep_running,0,Healthy,1.2,70.7089205998248,0,0,84.46261564261238,585.620928060666,0
20,20.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.75510020466457,0,31,97.33258559301899,618.472083552115,0
21,21.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.67101102348379,0,0,92.7089341521381,552.3795942633363,0
22,22.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.92528638030738,0,0,81.40495177033077,565.4169183471863,0
23,23.0,0,Healthy,0,keep_running,0,Healthy,1.2,69.73653911425022,0,0,93.63102214362148,541.4048123616453,0
24,24.0,0,Healthy,0,keep_running,0,Healthy,1.2,70.4283774842699,0,0,87.70631860050774,542.4785316350655,0
25,25.0,0,Healthy,0,keep_running,0,Healthy,1.2,58.0311286855067,0,0,88.76762704268802,598.2869008107194,0
26,26.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.48820274285242,0,0,88.97632161741734,628.7260552211078,0
27,27.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.53215446434275,0,0,89.01249704169253,611.6092501037022,0
28,28.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.52625877841987,1,0,97.04187923982298,558.1580143294071,0
