event_idx,time_hours,holding_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,15.202265118571601,0,Healthy,0,keep_running,1,Degraded,1.2,66.74763933055185,0,0,86.73312509439532,581.6294863595351,0
1,15.202265118571601,1.263802163270621,1,Degraded,0,keep_running,0,Healthy,1.2,73.24068999292476,2,0,78.7330640982794,577.9222431701128,0
2,16.46606728184222,8.356233511584318,0,Healthy,0,keep_running,1,Degraded,1.2,61.08661492328656,0,0,83.00279510726625,618.3297989361387,0
3,24.82230079342654,7.8007829767315675,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,71.10059447043037,2,0,88.29758269117546,640.6009968464118,0
4,32.623083770158104,0.24694225972806885,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,74.55648891525975,3,0,67.74730562611786,547.9864918625184,1
5,32.87002602988617,17.04818280070609,0,Healthy,0,keep_running,1,Degraded,1.2,61.51729779015063,0,0,82.06658321490032,569.2228449852117,0
6,49.91820883059226,2.5690626598466655,1,Degraded,0,keep_running,0,Healthy,1.2,70.90052365416294,3,0,81.29626568841704,630.5695180516618,0
7,52.48727149043893,10.394684781772632,0,Healthy,0,keep_running,1,Degraded,1.2,63.60454658270015,1,0,94.89300063327892,595.0654900930443,0
8,62.88195627221156,1.0627067865738662,1,Degraded,0,keep_running,2,MaintenanceRequired,0.36,75.94834981088067,1,0,68.66577423092039,627.9643186885049,2
9,63.94466305878543,1.1925714805800687,2,MaintenanceRequired,1,power_cap,4,FailedPermanent,-14.940000000000001,77.60833968852069,4,0,60.862107220840315,575.1512773838166,0
