step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.40825233330867,0,0,86.84130448746222,543.8688787614192,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.62906627657554,0,0,84.14553642969676,584.4307315174564,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.330445023163534,0,0,83.8677595852134,603.6583000034699,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.82191202287406,1,0,85.91286344025961,618.6047621500704,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.77008012946812,1,0,85.41015097704965,529.3245186351597,0
5,5.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.6725531537265,2,0,85.64905623950169,581.8254430516267,0
6,6.0,0,Healthy,0,keep_running,1,Degraded,1.2,60.09715111875228,0,0,88.30040676779537,594.802879660015,0
7,7.0,1,Degraded,0,keep_running,1,Degraded,1.2,77.78871253585426,2,0,70.66623501787471,661.519624990786,1
8,8.0,1,Degraded,0,keep_running,0,Healthy,1.2,71.19749621903155,2,0,78.2499058228906,594.9331124385803,0
9,9.0,0,Healthy,0,keep_running,0,Healthy,1.2,55.50581736865504,0,0,79.82206950139827,582.2071442873173,0
10,10.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.21899477748593,1,0,94.24451218790392,584.0047846642841,0
11,11.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.34461018673494,0,0,81.38605471048639,589.9224571847915,0
12,12.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.547509044343755,0,0,84.53377834785283,522.3445720432697,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.93564106981877,0,0,90.59044307371154,577.974559706952,0
14,14.0,0,Healthy,0,keep_running,3,FailedRecoverable,-2.64,60.39979342873962,0,0,91.3836407245369,571.8817872032423,0
15,15.0,3,FailedRecoverable,3,reboot,3,FailedRecoverable,-2.94,65.41370358940684,3,79,29.314203084830552,180.07149163082696,2
16,16.0,3,FailedRecoverable,3,reboot,0,Healthy,0.8999999999999999,72.96022103115729,10,31,46.28561252782371,200.87170038829672,1
17,17.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.59241703378991,0,0,91.44133307620001,629.2720065006592,0
18,18.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.292098543300575,0,48,85.42172972007829,633.9370777271063,0
19,19.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.098293960231274,0,0,82.054907654251,632.5770092136387,0
20,20.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.0979276631138,0,0,87.35025483778317,585.154815127108,0
21,21.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.008380270796586,0,0,82.75525583991627,597.1803707994278,0
22,22.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.4100381538043,0,0,81.76300514426751,569.5249775707056,0
23,23.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.50314916620306,0,0,90.34823694593503,580.8530740234003,0
24,24.0,0,Healthy,0,keep_running,0,Healthy,1.2,67.01998076640422,0,0,82.72593825572778,614.5941873587876,0
25,25.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.978829580345185,0,0,90.84590351254941,573.3158735744173,0
26,26.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.414446611924,0,0,79.91969253431311,608.7085058032968,0
27,27.0,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,60.18101046339762,0,0,80.40518901531082,559.5100438198481,0
28,28.0,2,MaintenanceRequired,1,power_cap,2,MaintenanceRequired,0.06,74.52236530509933,4,0,53.22923142086675,704.0337304793378,0
29,29.0,2,MaintenanceRequired,1,power_cap,0,Healthy,0.8999999999999999,74.8189329222546,4,48,58.34266903467521,596.3526891339392,1
30,30.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.36479612385406,0,0,84.97628991430511,600.6869978434562,0
