step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.9727613578845,0,31,100.0,607.224350776075,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,66.38951225392022,0,0,86.08163604058318,552.8135635842526,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.870929054711475,0,0,85.83714003830244,597.0290931462572,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.61466109212917,0,0,85.89325025616546,588.1148550304016,0
4,4.0,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,62.55677335636625,0,0,91.97859485826679,557.1444605166615,0
5,5.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.90257414623421,8,79,0.0,51.94300268219997,1
6,6.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,45.07542973242267,10,79,1.8448070969010268,82.88494365588434,1
7,7.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,46.51721621908038,9,48,6.389159135641788,42.07603925148147,3
8,8.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,49.49603244018065,12,79,2.588576578461672,97.01954718877558,2
9,9.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.667881810806016,10,79,4.693775618092301,77.4734650637395,3
10,10.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,43.8620587594223,10,79,0.0,15.592903484234908,0
11,11.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.4248964603534,14,79,0.06857386298242135,85.88890764039972,2
12,12.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,29.270786900838214,11,79,0.0,83.27800603834487,3
13,13.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,57.41367379450719,14,79,3.652043822673753,97.92233546016199,3
14,14.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,25.380759430127377,9,79,0.0,81.30055143451395,2
15,15.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.60858950769581,12,79,3.2392719613211303,26.192699036606474,0
16,16.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,38.87035510649113,9,79,0.0,52.59049412288083,2
17,17.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,30.688767030335736,12,48,1.8484695469665007,65.52374427548149,0
18,18.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,42.577477160524225,6,79,9.080665639394894,36.185560433637775,0
19,19.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,48.157831527098146,6,79,0.0,77.17266182887546,2
20,20.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,58.29063438934473,12,79,11.325020513971792,38.61912213563841,0
21,21.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.696294457224674,11,79,0.0,58.17409182114979,2
22,22.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,16.14718308396087,9,79,15.608759759572473,75.89789497271168,1
23,23.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.38604034622607,12,31,7.907665721654174,109.89128303128854,5
24,24.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,43.39810188067442,5,79,4.397308630800788,119.54870210203273,1
25,25.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,56.867857633023846,8,79,9.62628901811793,48.01614370649888,0
26,26.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.8007374333416,13,48,0.0,141.20157457990953,7
27,27.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.49498941980322,13,79,5.082473376260291,71.98305793995105,0
28,28.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.82330227560584,14,48,1.1757364032117656,31.251236526707732,3
29,29.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.072282810082434,9,79,6.970307136459538,69.72498413159036,1
30,30.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,46.53143943135591,10,79,6.0229401107031535,67.68377157575019,2
31,31.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,42.950427131088304,7,48,1.0153028715874348,41.54369188907885,3
32,32.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,51.958994253658375,9,79,1.839204868252093,17.316645550231105,0
33,33.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,30.414994425258765,10,79,1.3454630317912677,101.14131051485747,3
34,34.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.36260389650342,15,79,7.107428252701504,74.7253923437045,0
35,35.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,66.88294521440106,7,48,4.040323776306362,18.440175543836297,2
36,36.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.32933774893608,6,31,3.8051567364009546,40.410847546691805,2
37,37.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.093626356625464,6,79,0.0,0.0,3
38,38.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.36490951090706,10,79,0.0,57.89636483616174,3
39,39.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.94044968807166,10,79,1.382657065425572,80.84965203870142,2
40,40.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,48.69658589603729,16,79,0.0,35.289967770582344,1
41,41.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.200483987878464,6,79,0.9947578934561091,57.90581974970925,0
42,42.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,46.4267164622552,8,79,0.0,36.969228843786595,3
43,43.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.464367410459325,8,79,0.0,0.0,3
44,44.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.38162718512339,6,48,2.3200603169991685,0.0,4
45,45.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.932862603901675,9,79,1.0056603130557562,24.98408989368381,3
46,46.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.19138327426271,9,79,4.90895126636331,77.86912882613198,0
47,47.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,52.066402199139795,11,0,4.497004738250254,22.6550152240372,2
48,48.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,35.644964463512665,15,48,4.000100161387908,52.77808292666467,4
49,49.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.12260676149216,9,48,5.910231017143229,46.36764999482126,1
