step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.48402930086381,0,0,83.69661355238895,595.541030563463,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.61670021353881,0,0,90.94873130116875,556.3952422662628,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.86668419974603,0,0,91.44254906155057,511.0250465352819,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,58.486045954553305,0,0,82.03463991369878,623.6423830539534,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.22618064985264,1,0,87.80965484810494,635.3483865915512,0
5,5.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.893518438371245,0,0,85.46125970241293,574.5417535219012,0
6,6.0,0,Healthy,0,keep_running,0,Healthy,1.2,57.28460008345726,0,0,84.24464567821943,538.143837864622,0
7,7.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.80838441928596,1,0,83.74207046468462,658.6557885116348,0
8,8.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.90525417102333,0,0,90.24572255843825,524.8233842915007,0
9,9.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.88119155119837,0,0,87.05527221666614,617.0962690756036,0
10,10.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.597943026474155,0,0,89.19390496290374,574.6908392402668,0
11,11.0,0,Healthy,0,keep_running,0,Healthy,1.2,70.78062571491559,0,0,93.57016212324754,559.8193653836269,0
12,12.0,0,Healthy,0,keep_running,0,Healthy,1.2,64.76708119195186,0,0,85.39346855880781,655.8073896666264,0
13,13.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.93686518727696,0,0,80.45717376957286,638.8572887559725,0
14,14.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.34734582335095,0,0,91.46066114047996,568.3675885561353,0
15,15.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.26158121402972,0,0,85.73400995527936,603.7446404590856,0
16,16.0,0,Healthy,0,keep_running,0,Healthy,1.2,63.186234895476474,1,0,83.24173351449238,665.1641362293138,0
17,17.0,0,Healthy,0,keep_running,0,Healthy,1.2,58.75036261184396,1,0,84.7646689389938,560.3076956325401,0
18,18.0,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,64.4202471727486,0,0,84.8419188628959,618.6864621371832,0
19,19.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,25.8677243113008,9,79,5.318187018823808,99.27108915295663,2
20,20.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.894840649920624,11,48,7.214824271274478,0.0,4
21,21.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,45.75636881439098,13,79,3.4240944067691808,99.90604192404696,0
22,22.0,4,FailedPermanent,0,keep_running,4,FailedPermanent,-14.64,35.19399235663775,1,48,7.098871990405041,114.83318308131233,1
23,23.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,57.862220729755784,5,0,0.9784079533107777,26.830670149709274,1
24,24.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,43.43913631571858,8,48,8.228156022976913,52.06110830010294,2
25,25.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,28.574784626554,10,79,6.662044070553375,132.90939981057193,4
26,26.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.35760902784417,7,31,5.700306112125558,7.630625005090339,1
27,27.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.447075605666946,10,79,4.340524276865668,90.11518454105611,3
28,28.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,32.97916878853374,14,48,0.0,57.197702684807865,5
29,29.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,24.94352578760004,7,79,0.0,75.13413301572989,2
30,30.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.39987035363788,15,31,6.528098192113571,26.60200546288023,2
31,31.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,42.529251638766524,11,79,0.0,2.214023723885976,0
32,32.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,41.401921785803026,9,79,0.655566612707051,35.710798153435235,2
33,33.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,32.281751392023025,7,48,3.559246301101466,50.72208825722042,1
34,34.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.23730454962725,14,48,0.0,0.0,2
35,35.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,43.15601845983927,11,79,5.951213279349108,81.39993390176909,1
36,36.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,49.21164746890465,8,79,0.9319437000355882,47.40633863123071,1
37,37.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,48.007699438432745,9,79,4.707166175553006,63.762324034387184,1
38,38.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,50.59629490155691,14,0,5.768510618446317,46.196475514516194,2
39,39.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,14.410120625971956,12,79,0.0,113.99732769535828,2
40,40.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.01169219396777,8,31,0.0,37.61165633455907,1
41,41.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,40.90424702172825,8,79,0.0,58.677112643405714,3
42,42.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,28.58312540792553,8,79,15.72161071009402,36.532498326799725,2
43,43.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,48.28438031291349,7,79,8.963848525762666,54.864126700797314,2
44,44.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,35.84093494322916,10,79,1.6327069499326954,118.01529069443605,0
45,45.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,24.731723778607765,7,48,10.084652189357163,25.21831727052033,0
46,46.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,50.22031759914811,17,48,0.474107419142797,42.08583319426666,3
47,47.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,54.78901343119557,11,79,0.0,88.60686926038132,1
48,48.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.245967427544485,13,79,3.006159760313692,16.435304204191617,0
49,49.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,44.131597641152716,7,79,1.5793997601164895,83.03321441842839,0
50,50.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.15250675355129,7,79,0.0,54.138582821811745,3
51,51.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,29.56729253639985,11,79,6.196159458667212,46.7671547679799,0
52,52.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,44.51946956340377,11,79,0.0,74.66852018175588,4
53,53.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,34.49797188507135,9,79,0.0,23.184204719174055,0
54,54.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,30.015995824958,7,48,0.0,49.72054252523265,2
55,55.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,25.595977062563154,7,79,5.743474632084115,38.33134931467045,2
56,56.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,37.53427941611091,16,79,11.940438817719233,67.90098338573198,3
57,57.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,28.366021702843287,13,79,0.0,55.49526532880864,6
