step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.81508825328457,0,0,88.07311240882595,556.92091965931,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.023855955864896,0,0,88.50352135596945,554.5030329920288,0
2,2.0,0,Healthy,0,keep_running,0,Healthy,1.2,62.66756323923338,0,31,90.6911786907237,526.9714014612058,0
3,3.0,0,Healthy,0,keep_running,0,Healthy,1.2,68.49256365767071,0,0,92.28823360431676,570.3133636198992,0
4,4.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.578599755576114,0,0,82.16068472014862,587.8105709739527,0
5,5.0,0,Healthy,0,keep_running,1,Degraded,1.2,64.87915212349967,0,0,84.15092715499111,590.1205146160163,0
6,6.0,1,Degraded,0,keep_running,1,Degraded,1.2,62.82772531277986,1,48,86.84609483978495,609.7422160632204,0
7,7.0,1,Degraded,0,keep_running,1,Degraded,1.2,74.14270396285953,1,0,68.21974369046792,697.3128926580388,0
8,8.0,1,Degraded,0,keep_running,1,Degraded,1.2,66.40476332475728,3,0,73.3964733646439,551.5148291116699,0
9,9.0,1,Degraded,0,keep_running,1,Degraded,1.2,72.96841897690851,0,0,90.90171497146646,677.3614474333459,0
10,10.0,1,Degraded,0,keep_running,1,Degraded,1.2,74.43146769623722,2,0,67.64393002648926,540.4939465445935,0
11,11.0,1,Degraded,0,keep_running,1,Degraded,1.2,69.91195419962374,2,0,87.36143126095683,616.2444253472837,0
12,12.0,1,Degraded,0,keep_running,1,Degraded,1.2,74.12424250820169,3,0,75.70635279518432,687.4485609165102,1
13,13.0,1,Degraded,0,keep_running,1,Degraded,1.2,69.3351795286828,1,31,81.60028012070653,598.1829090029134,0
14,14.0,1,Degraded,0,keep_running,1,Degraded,1.2,73.00225807952766,2,31,86.57789363463718,641.0165246775946,0
15,15.0,1,Degraded,0,keep_running,1,Degraded,1.2,70.10500390619957,2,0,78.33270882904723,641.5007742085803,0
