step,time_hours,state_idx,state,action_idx,action,next_state_idx,next_state,reward,temperature,ecc_count,xid_code,utilization,power_usage,retired_pages
0,0.0,0,Healthy,0,keep_running,0,Healthy,1.2,65.72197609040505,0,0,94.71738702611218,581.8576059015718,0
1,1.0,0,Healthy,0,keep_running,0,Healthy,1.2,60.68946355210634,0,0,82.02695000921919,622.8836051978842,0
2,2.0,0,Healthy,0,keep_running,1,Degraded,1.2,65.17765500442607,0,0,80.3581613037385,526.1132681006818,0
3,3.0,1,Degraded,0,keep_running,0,Healthy,1.2,69.4511548365727,1,0,74.23687656801579,644.4414145243277,0
4,4.0,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,64.21397016098537,0,0,93.66872242545125,605.6608543783343,0
5,5.0,2,MaintenanceRequired,4,isolate_maintain,0,Healthy,0.8999999999999999,73.3757218021754,2,48,91.07352543384879,625.8762059544672,2
6,6.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.78846172080056,0,0,94.45223799351749,584.4176960790638,0
7,7.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.249072542353495,0,0,91.24111800606946,571.1421775737913,0
8,8.0,0,Healthy,0,keep_running,0,Healthy,1.2,61.52915040676994,0,0,89.98718887467268,609.1678854438806,0
9,9.0,0,Healthy,0,keep_running,0,Healthy,1.2,59.94802356048242,0,0,92.53799212039527,617.9002662161663,0
10,10.0,0,Healthy,0,keep_running,2,MaintenanceRequired,0.36,61.224839275333736,1,0,90.96050169681182,567.266498898691,0
11,11.0,2,MaintenanceRequired,1,power_cap,0,Healthy,0.558850282307793,81.41149717692207,6,0,60.29157386024008,624.0228460041534,0
12,12.0,0,Healthy,0,keep_running,4,FailedPermanent,-14.64,62.22287322702327,1,0,85.59706342124635,609.411943839332,0
13,13.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,45.65971568047383,9,79,6.9233902151046145,67.077867149681,0
14,14.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,27.134201016255158,7,31,0.0,55.026763379133925,1
15,15.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.653933912789164,13,48,1.6626342294986638,78.07674303631471,1
16,16.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,36.94399323831827,12,79,0.0,91.08498474490426,0
17,17.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,33.51759567922543,18,79,0.0,71.99137912384379,1
18,18.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,53.244467153616824,6,79,6.831823966382833,94.97530353475062,2
19,19.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,51.47168130262671,9,79,6.980328340894727,21.288218765763123,0
20,20.0,4,FailedPermanent,1,power_cap,4,FailedPermanent,-14.940000000000001,39.24536790927656,12,79,0.0,49.83967368807627,2
